CID,Smiles,KovatsRetention
5352467,CCC/C=C\COC(=O)C(C)C,1381
5352467,CCC/C=C\COC(=O)C(C)C,1378
5352467,CCC/C=C\COC(=O)C(C)C,1381
5352469,CCC/C=C\COC(=O)/C(=C/C)/C,1647
5352469,CCC/C=C\COC(=O)/C(=C/C)/C,1681
5352469,CCC/C=C\COC(=O)/C(=C/C)/C,1681
5352469,CCC/C=C\COC(=O)/C(=C/C)/C,1681
5352469,CCC/C=C\COC(=O)/C(=C/C)/C,1681
5352469,CCC/C=C\COC(=O)/C(=C/C)/C,1681
5352469,CCC/C=C\COC(=O)/C(=C/C)/C,1681
5352469,CCC/C=C\COC(=O)/C(=C/C)/C,1681
5352469,CCC/C=C\COC(=O)/C(=C/C)/C,1688
5352470,C/C/1=C\CCC2(C(O2)CC(/C=C/C1)(C)C)C,2005
5352470,C/C/1=C\CCC2(C(O2)CC(/C=C/C1)(C)C)C,2011
5352470,C/C/1=C\CCC2(C(O2)CC(/C=C/C1)(C)C)C,2011
5352470,C/C/1=C\CCC2(C(O2)CC(/C=C/C1)(C)C)C,2041
5352470,C/C/1=C\CCC2(C(O2)CC(/C=C/C1)(C)C)C,2011
5352470,C/C/1=C\CCC2(C(O2)CC(/C=C/C1)(C)C)C,2037
5352470,C/C/1=C\CCC2(C(O2)CC(/C=C/C1)(C)C)C,2035
5352470,C/C/1=C\CCC2(C(O2)CC(/C=C/C1)(C)C)C,2044
5352470,C/C/1=C\CCC2(C(O2)CC(/C=C/C1)(C)C)C,1986
5352470,C/C/1=C\CCC2(C(O2)CC(/C=C/C1)(C)C)C,2011
5352470,C/C/1=C\CCC2(C(O2)CC(/C=C/C1)(C)C)C,1972
5352470,C/C/1=C\CCC2(C(O2)CC(/C=C/C1)(C)C)C,2012
5352470,C/C/1=C\CCC2(C(O2)CC(/C=C/C1)(C)C)C,1971
5352470,C/C/1=C\CCC2(C(O2)CC(/C=C/C1)(C)C)C,2038
5352470,C/C/1=C\CCC2(C(O2)CC(/C=C/C1)(C)C)C,2010
5352470,C/C/1=C\CCC2(C(O2)CC(/C=C/C1)(C)C)C,2033
5352470,C/C/1=C\CCC2(C(O2)CC(/C=C/C1)(C)C)C,2037
5352470,C/C/1=C\CCC2(C(O2)CC(/C=C/C1)(C)C)C,2058
5352470,C/C/1=C\CCC2(C(O2)CC(/C=C/C1)(C)C)C,1972
5352470,C/C/1=C\CCC2(C(O2)CC(/C=C/C1)(C)C)C,2021
5352470,C/C/1=C\CCC2(C(O2)CC(/C=C/C1)(C)C)C,2071
5352470,C/C/1=C\CCC2(C(O2)CC(/C=C/C1)(C)C)C,2049
5352470,C/C/1=C\CCC2(C(O2)CC(/C=C/C1)(C)C)C,2038
5352473,CC1CCC=C2C1(C/C(=C(\C)/COC(=O)C)/CC2)C,2422
5352481,CC(=O)/C=C/C12C(CCCC1(O2)C)(C)C,1968
5352481,CC(=O)/C=C/C12C(CCCC1(O2)C)(C)C,1934
5352481,CC(=O)/C=C/C12C(CCCC1(O2)C)(C)C,1940
5352481,CC(=O)/C=C/C12C(CCCC1(O2)C)(C)C,2002
5352481,CC(=O)/C=C/C12C(CCCC1(O2)C)(C)C,1989
5352481,CC(=O)/C=C/C12C(CCCC1(O2)C)(C)C,2002
5352481,CC(=O)/C=C/C12C(CCCC1(O2)C)(C)C,2003
