CID,Smiles,Density,Temp
14489,CC(=CCOC(=O)C)C,0.9165000000000001,
14491,C(CCCS)CCS,0.989,
14493,C(CCCCS)CCCS,0.962,
14504,CN1C=CC=C1C=O,1.0150000000000001,
14505,CC(=O)C1=CC=CO1,1.1045,
14511,CC1=CC(=O)CCC1,0.9695,
14514,CC1=CC=C(O1)C(=O)C,1.0695000000000001,
14525,CC1(C2CCC(C2)(C1=O)C)C,0.9435,
14529,CC1=CC=C(C=C1)C(C)(C)O,0.97,25
14716,CCCCC(CC)COP(=O)(OC1=CC=CC=C1)OC2=CC=CC=C2,1.09,25
14741,CCCCCCCCCCOP(OCCCCCCCCCC)OC1=CC=CC=C1,0.94,25
14765,C(CO)C(CCO)OP(=O)([O-])[O-].C(C(COP(=O)([O-])[O-])O)O.[Fe+2].[Fe+2],1.5,20
14767,[Be+2].[Be+2].[Be+2].[O-][Si](=O)[O-].[O-][Si](=O)[O-].[O-][Si](=O)[O-].[O-][Si](=O)[O-].[O-][Si](=O)[O-].[O-][Si](=O)[O-].[Al+3].[Al+3],2.64,
14770,[Ga]#[As],5.31,25
14770,[Ga]#[As],5.3176,25
14770,[Ga]#[As],5.31,
14771,O=[As](=O)O[As](=O)=O,4.32,
14771,O=[As](=O)O[As](=O)=O,4.32,
14773,[O-][O-].[Ba+2],4.96,20
14773,[O-][O-].[Ba+2],4.96,
14775,[Be]=O,3,20
14775,[Be]=O,3.01,
14778,O=[Ca],3.3,20
14778,O=[Ca],3.34,
14778,O=[Ca],3.34,
14778,O=[Ca],3.34,
14779,[O-][O-].[Ca+2],2.92,25
14779,[O-][O-].[Ca+2],2.9,
14780,[P-3].[P-3].[Ca+2].[Ca+2].[Ca+2],2.51,20
14780,[P-3].[P-3].[Ca+2].[Ca+2].[Ca+2],2.51,
14786,O=[Co],6.2,
14792,O=[Mg],3.58,
14792,O=[Mg],3.6,
14792,O=[Mg],3.58,
14792,O=[Mg],3.58,
14793,O=[Pb]=O,9.375,18.88888888888889
14793,O=[Pb]=O,9.375,
14794,[O-2].[O-2].[O-2].[Sb+3].[Sb+3],5.2,25
14797,[OH-].[K+],1.475,20
14797,[OH-].[K+],2.04,15
14797,[OH-].[K+],2.044,
14797,[OH-].[K+],2.04,
14797,[OH-].[K+],2.04,
14798,[OH-].[Na+],1.5,20
14798,[OH-].[Na+],2.13,20
14798,[OH-].[Na+],2.13,
14798,[OH-].[Na+],2.13,
14799,[O-2].[O-2].[O-]S(=O)(=O)[O-].[Hg+2].[Hg+2].[Hg+2],6.44,
14802,O=[Mo](=O)=O,4.69,20
14802,O=[Mo](=O)=O,4.69,26
14803,[O-][O-].[Na+].[Na+],2.805,20
14804,[Na+].[Na+].[S-2],1.856,20
14804,[Na+].[Na+].[S-2],1.856,14
14808,O=[Th]=O,10,
14809,OO.[Zn],1.57,
14811,O=[W](=O)=O,7.2,
14814,O=[V](=O)O[V](=O)=O,3.357,18.000000000000004
14814,O=[V](=O)O[V](=O)=O,3.654,21.7
14814,O=[V](=O)O[V](=O)=O,3.36,
14814,O=[V](=O)O[V](=O)=O,3.36,
14815,[O-]S(=O)(=O)[O-].O=[U+2]=O,3.28,20
14817,P12(=S)SP3(=S)SP(=S)(S1)SP(=S)(S2)S3,2.03,20
14817,P12(=S)SP3(=S)SP(=S)(S1)SP(=S)(S2)S3,2.03,
14817,P12(=S)SP3(=S)SP(=S)(S1)SP(=S)(S2)S3,2.1,
14817,P12(=S)SP3(=S)SP(=S)(S1)SP(=S)(S2)S3,2.03,
14817,P12(=S)SP3(=S)SP(=S)(S1)SP(=S)(S2)S3,2.09,
14818,P12P3P1SP(S2)S3,2.03,20
14820,S=[Sr],3.7,15
14820,S=[Sr],3.7,25
14823,S=[Mo]=S,5.06,15
14827,O=[Pb],9.5,20
14827,O=[Pb],9.64,
14828,S=[Fe],4.75,
14832,S=[Co],5.45,
14833,[O-2].[O-2].[O-2].[Fe+3].[Fe+3],5.25,
14834,C(=O)([O-])[O-].C(=O)([O-])[O-].[OH-].[OH-].[Pb+2].[Pb+2].[Pb+2],6.14,
14846,CC(CO)OC,0.938,20
14855,CC1=C(C=CC(=C1)Cl)O,1.2,
14855,CC1=C(C=CC(=C1)Cl)O,0.48,
14860,COC1=CC2=C(C=C1)N=CC=C2,1.1524999999999999,
14862,CC(C)CCCCCCC=O,0.84,15
14862,CC(C)CCCCCCC=O,0.829,
14862,CC(C)CCCCCCC=O,0.8229,
14888,[O-2].[O-2].[O-2].[As+3].[As+3],3.738,
14888,[O-2].[O-2].[O-2].[As+3].[As+3],3.865,
14896,CC1(C2CCC(=C)C1C2)C,0.86,25
14896,CC1(C2CCC(=C)C1C2)C,0.869,
14896,CC1(C2CCC(=C)C1C2)C,0.86,
14899,CC(C)CCCCCCCOC(=O)C=C,0.885,20
14899,CC(C)CCCCCCCOC(=O)C=C,0.885,20
14905,C=CC1=CC(=CC=C1)Cl,1.1168,20
14906,C=CC1=CC=CC=C1Cl,1.1,20
14906,C=CC1=CC=CC=C1Cl,1.1,20
14906,C=CC1=CC=CC=C1Cl,1.1,
14906,C=CC1=CC=CC=C1Cl,1.1,
14915,O=[Cr](=O)=O,2.7,
14915,O=[Cr](=O)=O,2.7,
14915,O=[Cr](=O)=O,2.7,
14917,F,0.991,19.499999999999996
14917,F,1.002,0
14917,F,1,
14917,F,1,
14917,F,0.69,
14935,[NH4+].F.[F-],1.5,20
14935,[NH4+].F.[F-],1.5,
14940,O=[Mn],5.37,
15037,C1=CN(C=C1)CC2=CC=CO2,1.081,
15086,CCCCCCCCCCCCCCC1=CC=CC=C1,0.855,20
15086,CCCCCCCCCCCCCCC1=CC=CC=C1,0.8549,20
15088,COC(=O)C1=CC(=CC=C1)C(=O)OC,1.194,20
15096,CCCC[Sn](CCCC)(CCCC)Cl,1.2,20
15098,CCCC[Sn](CCCC)(CCCC)CCCC,1.054,20
15100,CC1=C(N=C(C=C1)C)C,0.922,
15112,CN(C)C#N,0.88,
15112,CN(C)C#N,0.876,
15122,C(C=CCCl)Cl,1.112,20
15122,C(C=CCCl)Cl,1.1858,
15133,C1=CC(=CC(=C1)CN)CN,1.032,
15133,C1=CC(=CC(=C1)CN)CN,1.032,
15133,C1=CC(=CC(=C1)CN)CN,1.032,
15146,CC(CC(=O)OC)O,1.057,
15158,CCOP(=O)(Cl)Cl,1.35,19
15158,CCOP(=O)(Cl)Cl,1.35,19
15172,CC(C=CC1=CC=CC=C1)O,1.009,
15258,C([Si](Cl)(Cl)Cl)Cl,1.476,
15277,COC1=CC=C(C=C1)N=[N+](C2=CC=C(C=C2)OC)[O-],1.1711,115
15286,CCCOCC(C)O,0.8886,20
15290,C1CCC(CC1)S,0.98,
15290,C1CCC(CC1)S,0.9782,20
15290,C1CCC(CC1)S,0.98,
15324,CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-].[Ca+2],1.12,
15336,CCCCCC1OCC(O1)C,0.897,
15337,CC(=O)[O-].CC(=O)[O-].[Hg+2],3.27,
15337,CC(=O)[O-].CC(=O)[O-].[Hg+2],3.28,
15374,CCNNCC,0.797,26
15380,CSCSC,1.009,
15385,C(CCl)S(=O)(=O)Cl,1.55,20
15385,C(CCl)S(=O)(=O)Cl,1.555,20
15390,C=CCOP(=O)(OCC=C)OCC=C,1.064,25
15394,CCC(=O)C=C,0.845,
15413,CC(C)(C)OC,0.7405,20
15413,CC(C)(C)OC,0.7353,25
15413,CC(C)(C)OC,0.7405,
15415,CCOC(=O)CC(C(=O)OCC)SP(=O)(OC)OC,1.235,21.11111111111111
15422,CCCCCCCS,0.84,
15422,CCCCCCCS,0.843,
15422,CCCCCCCS,0.84,
15442,C(C(F)(F)Cl)Cl,1.4163,20
15448,CCCCCCCCCC(C)O,0.8294999999999999,
15450,CC(C)CCCCCO,0.832,20
15450,CC(C)CCCCCO,0.8176,25
15450,CC(C)CCCCCO,0.832,
15450,CC(C)CCCCCO,0.83,
15457,COCCOC=C,0.897,20
15458,CC(C)(C)OC(=O)C=C,0.879,25
15504,CCC1CCCCC1,0.788,20
15510,C1CCC(C1)S,0.9225000000000001,
15546,C1=CC=C(C=C1)N2C(=O)C(=C(C=N2)N)Cl,1.54,20
15571,CCCCCCC1OCC(O1)CO,0.9964999999999999,
15586,CC(F)(Cl)Cl,1.25,10
15586,CC(F)(Cl)Cl,1.24,
15589,CC[Si](CC)(Cl)Cl,1.05,20
15589,CC[Si](CC)(Cl)Cl,1.0504,20
15600,CCCCCCCCCC,0.73,15.555555555555555
15600,CCCCCCCCCC,0.7255,25
15606,CCCCCCCCC(=O)OC,0.8745,
15615,CN(C)CCC#N,0.86,30
15615,CN(C)CCC#N,0.8705,20
15615,CN(C)CCC#N,0.86,30
15625,C1=C2C(=CC(=C1Cl)Cl)OC3=CC(=C(C=C3O2)Cl)Cl,1.8,
15628,CC(C)OC(=O)N,0.9951,66
15654,CC1=C(SC=N1)C=C,1.093,
15660,C1CC(CCC1CC2CCC(CC2)N)N,0.9608,25
15661,CC[Pb](C)(C)C,1.88,20
15662,CC[Pb](C)(C)CC,1.79,20
15663,CC[Pb](C)(CC)CC,1.71,20
15666,C(#N)[S-].[NH4+],1.3057,
15688,CC(C)C[Al](CC(C)C)Cl,0.9118,25
15717,C=CCOC(=O)CC1=CC=CC=C1,1.037,
15730,CCCCCCCCC1=CC=C(C=C1)O,0.96,
15787,C1=CC(=CC=C1[N+](=O)[O-])OC2=C(C=C(C=C2)Cl)Cl,1.33,90
15787,C1=CC(=CC=C1[N+](=O)[O-])OC2=C(C=C(C=C2)Cl)Cl,1.3,
15793,CCCCCCCCCCCCCCCCCCN,0.8618,20
15793,CCCCCCCCCCCCCCCCCCN,0.8618,20
15830,C1=CC=C(C=C1)C(=O)[O-].[NH4+],1.26,25
15830,C1=CC=C(C=C1)C(=O)[O-].[NH4+],1.26,
15877,CCC(C)CS,0.8445,
15902,C(=C(Cl)Cl)(C(Cl)(Cl)Cl)Cl,1.7632,20
15910,C(#N)C1=C(C(=C(C(=C1Cl)Cl)Cl)C#N)Cl,1.7,25
15910,C(#N)C1=C(C(=C(C(=C1Cl)Cl)Cl)C#N)Cl,1.732,20
15938,C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)C.[Cl-].[Cl-],1.25,20
15938,C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)C.[Cl-].[Cl-],1.24,
15938,C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)C.[Cl-].[Cl-],1.24,
15939,C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)C,1.24,
15951,CCNC1=NC(=NC(=N1)Cl)N(CC)CC,1.22,
15979,CC(C)CCCC(C)CCCC(C)CCCC(C)C,0.785,20
16002,CCCCOCCOC(=O)COC1=C(C=C(C=C1)Cl)Cl,1.232,20
16043,CC(C)(C)C1=C(C=CC(=C1)O)O,1.05,
16043,CC(C)(C)C1=C(C=CC(=C1)O)O,1.05,
16115,CN(C)C(=O)NC1=CC=C(C=C1)OC2=CC=C(C=C2)Cl,1.34,20
16116,CC1CCCCC1NC(=O)NC2=CC=CC=C2,1.08,25
16181,CCSC(=O)N(CC(C)C)CC(C)C,0.9402,25
16237,CCOC(=O)CCC1=CC=CC=C1,1.013,
16238,CC(C)C1=CC2=CC=CC=C2C=C1,0.9753,20
16255,CCCCCCCC(=O)OCCC(C)C,0.858,
16315,C=CCSSSCC=C,1.1524999999999999,
16316,CCCCCNCCCCC,0.7771,20
16316,CCCCCNCCCCC,0.7771,20
16322,C1=CC=C(C=C1)C2=CC(=CC=C2)Cl,1.4,
16322,C1=CC=C(C=C1)C2=CC(=CC=C2)Cl,1.1869999999999998,15.5
16324,CCCC(=O)OCC=C,0.8995,
16329,C1=CC=C(C=C1)C2=CC=CC=C2Br,1.2175,
16330,CCCCOC(=O)C1=CC=CC=C1O,1.0750000000000002,
16331,CCCCOC(=O)CCC(=O)C,0.972,
16387,CC(=C)C(=O)OCCCCOC(=O)C(=C)C,1.011,25
16402,C(CCCN)CCN,0.799,60
16418,C=CCCC=O,0.855,
16421,CCOP(=S)(C1=CC=CC=C1)OC2=CC=C(C=C2)[N+](=O)[O-],1.268,25
16421,CCOP(=S)(C1=CC=CC=C1)OC2=CC=C(C=C2)[N+](=O)[O-],1.3,
16421,CCOP(=S)(C1=CC=CC=C1)OC2=CC=C(C=C2)[N+](=O)[O-],1.27,
16441,CC(=C)C1CCC(=CC1)C=O,0.952,
16476,CCCCCCCCCCCCCCCC1=CC=CC=C1,0.8548,20
16537,CC1=CCC(CC1)C(C)(C)OC=O,0.99,
16541,CCCCCCCCCCOC(=O)C=C,0.8781,20
16541,CCCCCCCCCCOC(=O)C=C,0.8781,20
16551,C(CCCCl)CCCl,1.068,20
16590,C=CCSSCC=C,1.01,15
16590,C=CCSSCC=C,1.0065,
16591,CCCSSCC=C,0.93,15
16591,CCCSSCC=C,0.9289,15
16591,CCCSSCC=C,1.002,
16591,CCCSSCC=C,0.93,
16592,CCCSSC,0.9944999999999999,
16606,CC1=CC=C(C=C1)OCC2CO2,1.09,20
16606,CC1=CC=C(C=C1)OCC2CO2,1.14,25
16617,CCCCCC(=O)OCCC(C)C,0.8605,
16627,C=CC(=O)OCCCl,1.1404,
16638,CCCOC(=O)C(=C)C,0.9022,20
16638,CCCOC(=O)C(=C)C,0.9022,20
16640,CC1=CC=CC=C1OCC2CO2,1.09,20
16640,CC1=CC=CC=C1OCC2CO2,1.09,20
16640,CC1=CC=CC=C1OCC2CO2,1.14,25
16653,CCSC(=O)N1CCCCCC1,1.063,20
16666,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,0.904,15
16666,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,0.89,
16666,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,0.901,
16680,CC(C)(COC(=O)C=C)COC(=O)C=C,1.031,25
16692,C12=C(C(=C(C(=C1Cl)Cl)Cl)Cl)C(=C(C(=C2Cl)Cl)Cl)Cl,2,
16692,C12=C(C(=C(C(=C1Cl)Cl)Cl)Cl)C(=C(C(=C2Cl)Cl)Cl)Cl,2,25
16692,C12=C(C(=C(C(=C1Cl)Cl)Cl)Cl)C(=C(C(=C2Cl)Cl)Cl)Cl,2,
16699,CCN(CC)C(=O)CC(=O)C,0.995,20
16700,CCCCCCCCCCCCOS(=O)(=O)[O-].[NH4+],1.03,20
16704,C1C(O1)COCC2CO2,1.262,25
16704,C1C(O1)COCC2CO2,1.262,50
16704,C1C(O1)COCC2CO2,1.12,
16704,C1C(O1)COCC2CO2,1.12,
16720,C1=CC2=C(C=CC=C2N)C(=C1)N,1.4,
16720,C1=CC2=C(C=CC=C2N)C(=C1)N,1.4,25
16720,C1=CC2=C(C=CC=C2N)C(=C1)N,1.4,
16724,CC1=CC[C@@H](CC1=O)C(=C)C,0.965,20
16724,CC1=CC[C@@H](CC1=O)C(=C)C,0.9584999999999999,
16741,C1=CC=C(C=C1)CCN=C=S,1.092,
16774,CCOP(=S)(OCC)SCC(=O)NC(C)C,1.151,32
16774,CCOP(=S)(OCC)SCC(=O)NC(C)C,1.151,32
16800,CCCCCC1=CC=CC=N1,0.898,
16821,CCCCCCCCC1CCC(=O)O1,0.9355,
16832,CCCCCC(=O)OC(C)C,0.857,
16846,CCCOC(=O)C1=CC=CC=C1,1.0230000000000001,
16872,CCCCCCOC(=O)C(C)C,0.864,
16891,CC(=C)C(=O)OCCOCCOC(=O)C(=C)C,1.056,20
16932,CC1=C2C=CC3=CC=CC4=C3C2=C(C=C1)C=C4,1.213,
16933,CC1=C2C=C3C=CC4=CC=CC=C4C3=CC2=CC=C1,1.231,0
16993,CCCCCCCCC1CO1,0.837,
17000,CC1CCCC(C1=O)(C)C,0.9035,
17004,CC1=CC(=C(C=C1)O)C(C)(C)C,0.9247,75
17008,CC(C)CCC(=O)OC,0.8885000000000001,
17046,C1C(O1)COCCCCOCC2CO2,1.0950000000000002,25
17046,C1C(O1)COCCCCOCC2CO2,1.1,25
17046,C1C(O1)COCCCCOCC2CO2,1.1,
17047,CC1=CC(=C(C=C1)N=NC2=C(C=CC3=CC=CC=C32)O)[N+](=O)[O-],1.435,
17049,CCCCOCC1CO1,0.91,
17049,CCCCOCC1CO1,0.908,25
17049,CCCCOCC1CO1,0.91,
17050,CCN(CC)CCOC(=O)C=C,1.4425,20
17073,C=C(C(CCl)Cl)Cl,1.343,20
17073,C=C(C(CCl)Cl)Cl,1.34,
17095,CCCCCCCCCCCC=C,0.765,20
17095,CCCCCCCCCCCC=C,0.7658,20
17100,CC1=CCC(CC1)C(C)(C)O,0.935,20
17100,CC1=CCC(CC1)C(C)(C)O,0.933,
17109,CC1=CC2=C(C=C1)N=C3C(=N2)SC(=O)S3,1.556,20
17121,CCCCCC(C=C)OC(=O)C,0.873,
17129,CCC(C)COC(=O)C(C)CC,0.859,
17159,COC(=O)C1=CC(=C(C=C1)C(=O)OC)C(=O)OC,1.261,
17162,CCCCC(CC)COCC1CO1,0.893,20
17299,CC1C2=CC=CC=C2C3=CC=CC=C13,1.0263,66.11111111111111
17304,COP(=S)(OC)Cl,1.32,25
17305,CCOP(=S)(OCC)Cl,1.196,25
17312,CCCCOP(=O)(OCCCC)OC1=CC=CC=C1,1.0691,25
17318,CC(=C)C(=O)OCCC[Si](OC)(OC)OC,1.045,25
17345,CN(C=O)C(=O)CSP(=S)(OC)OC,1.361,20
17345,CN(C=O)C(=O)CSP(=S)(OC)OC,1.361,20
17356,C1CCC(CC1)SSC2CCCCC2,1.0455,
17358,FS(F)(F)(F)(F)F,5.11,
17386,CCCCCCCCCCCCCCCN,0.8104,20
17423,COP(=O)(OC)SCCSC,1.218,25
17432,CCOC1=NC(=NS1)C(Cl)(Cl)Cl,1.497,25
17434,CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,1.222,20
17434,CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,1.2,
17435,CCOC(=O)C(C1=CC=CC=C1)SP(=S)(OC)OC,1.226,20
17497,C=CC1=CCCCC1,0.8623,15
17520,C1=CC=C2C(=C1)C(=O)NS2,1.483,20
17522,COP(=S)(OC)OC1=CC=C(C=C1)C#N,1.2599999999999998,25
17522,COP(=S)(OC)OC1=CC=C(C=C1)C#N,1.2599999999999998,25
17525,CCCCCCOC(=O)CCC,0.8634999999999999,
17531,CCOP(=S)(OCC)SCN1C(=O)C2=CC=CC=C2N=N1,1.284,20
17531,CCOP(=S)(OCC)SCN1C(=O)C2=CC=CC=C2N=N1,1.284,
17563,CC1=CC(=CC(=C1)OC(=O)NC)C,0.54,
17581,COC1=CC(=C(C=C1Cl)OC)Cl,1.66,
17581,COC1=CC(=C(C=C1Cl)OC)Cl,1.66,
17586,CCC(C)OCC,0.7505,
17596,C1N(CN(CN(CN1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],1.9,
17601,N(=O)Cl,1.36,-5.700000000000001
17607,O=S(=O)(F)F,0.00372,
17607,O=S(=O)(F)F,3.72,
17617,C=CCOC(=O)CCC1CCCCC1,0.9475,
17691,CC1=CC(=O)CC1,0.9715,
17701,CC[Sn](CC)(CC)Br,1.63,20
17719,CC(C)(C1=CC(=CC=C1)C(C)(C)N=C=O)N=C=O,1.0600000000000002E-06,25
17739,CCCC1=CC(=C(C=C1)O)OC,1.037,
17756,CCCOCCO,0.908,22.77777777777778
17816,CC(C)CC(=O)OCC=C,0.882,23.88888888888889
17816,CC(C)CC(=O)OCC=C,0.8815,
17822,C(C(F)(F)F)(F)Cl,1.364,25
17857,CC1(CC(CC(C1)(C)CN)N)C,0.924,20
17857,CC1(CC(CC(C1)(C)CN)N)C,0.922,
17858,CCCCCCCCCCC1CO1,0.844,
17905,CCCCCCCCCCCCCCCCCCS,0.85,
17905,CCCCCCCCCCCCCCCCCCS,0.85,
18015,CCCCCCCCCCCCCCCCS,0.85,
18015,CCCCCCCCCCCCCCCCS,0.85,
18052,C=CCOC(=O)Cl,1.139,20
18052,C=CCOC(=O)Cl,1.136,
18056,CCSC(=O)Cl,1.195,
18150,C1CC(OC1)CCl,1.11,25
18171,C(C(=O)[O-])C(CC(=O)[O-])(C(=O)O)O.[NH4+].[NH4+],1.48,20
18171,C(C(=O)[O-])C(CC(=O)[O-])(C(=O)O)O.[NH4+].[NH4+],1.48,
18175,CC(CCl)Br,1.537,
18177,C(#N)C(Cl)Cl,1.369,20
18177,C(#N)C(Cl)Cl,1.369,20
18303,CC1CC(=O)O1,1.0555,20
18316,CCCCCCCCCCCCCOC(=O)C=C,0.9,
18320,CC(C)CCC(C)NC1=CC=C(C=C1)NC(C)CCC(C)C,0.91,
18321,C1C(O1)C(Cl)(Cl)Cl,1.495,20
18360,CC(C)(C)C1=CC=C(C=C1)OCC2CO2,1.038,20
18392,COCCOC(=O)C=C,1.0131,20
18430,C1C(O1)CBr,1.601,20
18430,C1C(O1)CBr,1.615,14
18467,COC1=NC=CN=C1,1.1244999999999998,
18502,C1CCC(CC1)N=C=O,0.98,
18502,C1CCC(CC1)N=C=O,0.98,25
18522,CC1C(=O)CCO1,1.1825,
18523,CCOCCl,1.0188,15
18554,CCC1=CC=CO1,0.912,
18555,C1=CC(=C(C(=C1)Cl)Cl)[N+](=O)[O-],1.72,
18555,C1=CC(=C(C(=C1)Cl)Cl)[N+](=O)[O-],1.721,14
18555,C1=CC(=C(C(=C1)Cl)Cl)[N+](=O)[O-],1.7,
18604,CCCCCCCCCCCCC1CO1,0.847,
18616,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Cu+2],2.32,20
18617,C(#N)C(Br)Br,2.296,
18617,C(#N)C(Br)Br,2.296,20
18621,COP(=O)(OC)OC1=CC=C(C=C1)SC,1.273,21.399999999999995
18621,COP(=O)(OC)OC1=CC=C(C=C1)SC,1.273,21.4
18632,CC1C(O1)C,0.793,23.88888888888889
18635,CSCCC=O,1.0445,
18686,CCOC(=O)C1CCCCC1,0.972,
18688,C(C(CO)Cl)C(Cl)(Cl)Cl,1.51,
18692,C(C(CO)(CBr)CBr)O,2.2,
18698,CCCCC1CCCC(=O)O1,0.9964999999999999,
18728,C1CC(C(CC1C(CBr)Br)Br)Br,2.28,
18745,CC(C)(C#N)C(C)(C)C#N,1.07,
18745,CC(C)(C#N)C(C)(C)C#N,1.07,
18745,CC(C)(C#N)C(C)(C)C#N,1.07,
18745,CC(C)(C#N)C(C)(C)C#N,1.07,
18746,C(=O)([O-])[O-].[Ni+2],4.3899999999999995E-06,
18756,CC(=CCC=C(C)C=C)C,0.803,
18771,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)SC(=C(S3)C#N)C#N,1.58,20
18827,CCCCCC(C=C)O,0.84,
18932,CC1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2,1.213,
18938,CC(CCO)CC(C)(C)C,0.835,
18996,CC1CCCCN1CCCOC(=O)C2=CC(=C(C=C2)Cl)Cl,1.18,
19005,C(=O)([O-])[O-].[Zn+2],4.398,20
19005,C(=O)([O-])[O-].[Zn+2],4.4,
19089,COCCC1=CC=CC=C1,0.948,
19092,C(CSCCCl)SCCCl,1.27,25
19137,CC(=O)CCC1=CC=C(C=C1)OC(=O)C,1.098,
19244,C[C@@H]1CC[C@@H]([C@@H](C1)O)C(C)C,0.904,15
19244,C[C@@H]1CC[C@@H]([C@@H](C1)O)C(C)C,0.901,
19244,C[C@@H]1CC[C@@H]([C@@H](C1)O)C(C)C,0.8995,
19283,CCCCCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCCCCC,9.55E-07,20
19284,CCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCC,1,20
19310,CSSSC,1.2025000000000001,
19354,CS(=O)(=O)C=C,1.2117,20
19395,CCOP(=S)(OCC)OP(=S)(OCC)OCC,1.196,25
19395,CCOP(=S)(OCC)OP(=S)(OCC)OCC,1.196,25
19395,CCOP(=S)(OCC)OP(=S)(OCC)OCC,1.196,
19402,C1=CC=C(C=C1)C(C2=CC=C(C=C2)Cl)C(=O)C3C(=O)C4=CC=CC=C4C3=O,1.43,
19463,CCN(CC)O,0.8669,20
19601,CC(=C)C(=O)OCCNC(C)(C)C,0.914,25
19602,CCCCCC1=CC=CO1,0.8895,
19603,CCCCCCCC1=CC=CO1,0.863,
19633,CC(=CCCC(=CCCC(=O)C)C)C,0.867,
19695,CCOC(CC(C)C)OCC,0.8285,
19707,CCCC(=O)C(=O)C,0.934,18.88888888888889
19707,CCCC(=O)C(=O)C,0.94,
19736,CC1=CC(=C(C=C1)OP(=O)(OC2=C(C=C(C=C2)C)C)OC3=C(C=C(C=C3)C)C)C,1.1425,
19736,CC1=CC(=C(C=C1)OP(=O)(OC2=C(C=C(C=C2)C)C)OC3=C(C=C(C=C3)C)C)C,1.142,38
19855,CCC(CC)COC(=O)C=C,0.8964,
19883,P(=S)(Cl)(Cl)Cl,1.635,
19920,CC(C)OCC1CO1,0.92,
19920,CC(C)OCC1CO1,0.9186,20
19920,CC(C)OCC1CO1,0.92,
19920,CC(C)OCC1CO1,0.92,
19990,C(CNCCNCCNCCNCCN)N,1,20
19996,C=CC(=O)OCCOCCOC(=O)C=C,1.11,
20083,CCCCCCC(C)O,0.8193,20
20083,CCCCCCC(C)O,0.8185,
20167,C1=CC=C(C=C1)C(=O)OCC(COC(=O)C2=CC=CC=C2)(COC(=O)C3=CC=CC=C3)COC(=O)C4=CC=CC=C4,1.2801,30
20200,CCC=CCC(=O)O,0.9644999999999999,
20219,CCCCCCCC(=O)OCC=C,0.876,
20263,CC1=CC2=CC=CC=C2O1,1.0545,
20354,CCCC(=O)OC1=CC=CC=C1,1.024,
20357,CCCCCCC1OCC(O1)C,0.892,
20358,C1CCC(CC1)OC=O,1.056,
20393,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)O,1.0688,22.77777777777778
20422,C1CCCCNCCCC1,0.898,21.11111111111111
20446,CC=C(C=O)C1=CC=CC=C1,1.0339999999999998,
20487,C1CCC2C(C1)CCC(=O)O2,1.0925,
20498,CC(CCOC(=O)C)OC,0.96,
20499,C1=COC(=C1)CSSCC2=CC=CO2,1.2385000000000002,
20534,CCCCC1=CC=CO1,0.887,
20568,CCCCCCCCCCCC[Si](Cl)(Cl)Cl,1.03,20
20568,CCCCCCCCCCCC[Si](Cl)(Cl)Cl,1.026,25
20653,CCCCC(C)C(=O)O,0.916,
20686,CC(CCC#N)C#N,0.95,20
20701,CCCCCCCCCCCCCCCCCC(=O)[O-].C(CO)[NH+](CCO)CCO,0.968,
20748,COC(=O)C1CCCCC1,0.9944999999999999,
20756,CCCC(=O)C=CC,0.8485,
20769,CC(C)OC(=O)C(=C)C,0.8847,20
20861,CCC1=CC=C(C=C1)C=O,0.99,
20928,CCCC(C=C)O,0.833,
20963,C=CC(=O)OCCBr,1.4581,25
20965,CCOP(=S)(OCC)OC1=CC(=C(C=C1Cl)Br)Cl,1.5350000000000001,20
20967,CCCCCCCCCC=CC=O,0.844,
20995,CCCCCC1=CC=CS1,0.9455,
21003,C1CCC(C1)C2CCCC2=O,0.979,
21013,C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)O,1.6,60
21013,C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)O,1.6,
21057,CCCCC(C=C)O,0.833,
21108,CC(=O)CCCCCC=C,0.854,
21159,CC1(C(O1)(C)C)C,0.8156,16.11111111111111
21202,C1CC(CCC1CC2CCC(CC2)N=C=O)N=C=O,1.07,25
21202,C1CC(CCC1CC2CCC(CC2)N=C=O)N=C=O,1.066,
21202,C1CC(CCC1CC2CCC(CC2)N=C=O)N=C=O,1.07,25
