CID,Smiles,MeltingPoint,Pressure
2078,CCC1=C(C(=CC=C1)CC)N(COC)C(=O)CCl,40,
2078,CCC1=C(C(=CC=C1)CC)N(COC)C(=O)CCl,40.55555555555556,
2082,CCCSC1=CC2=C(C=C1)N=C(N2)NC(=O)OC,209,
2082,CCCSC1=CC2=C(C=C1)N=C(N2)NC(=O)OC,209,
2082,CCCSC1=CC2=C(C=C1)N=C(N2)NC(=O)OC,209,
2083,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O,148,
2083,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O,157.5,
2116,CC1=C(C2=C(CCC(O2)(C)CCCC(C)CCCC(C)CCCC(C)C)C(=C1O)C)C,3,
2117,CC1=C(C(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)OC(=O)C)C,27,
2118,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,228.75,
2118,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,228.25,
2118,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,228.25,
2119,CC(C)NCC(COC1=CC=CC=C1CC=C)O,108,
2119,CC(C)NCC(COC1=CC=CC=C1CC=C)O,108,
2123,CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C,173,
2123,CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C,173,
2124,F[Al](F)F,1291,
2130,C1C2CC3CC1CC(C2)(C3)N,186,
2130,C1C2CC3CC1CC(C2)(C3)N,180,
2131,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC2=CC=CC=C2Cl,197.5,
2131,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC2=CC=CC=C2Cl,197.5,
2145,CCC1(CCC(=O)NC1=O)C2=CC=C(C=C2)N,224,
2145,CCC1(CCC(=O)NC1=O)C2=CC=C(C=C2)N,154.5,
2145,CCC1(CCC(=O)NC1=O)C2=CC=C(C=C2)N,149.5,
2148,C1=CC(=CC=C1C(=O)NCC(=O)O)N,199.5,
2148,C1=CC(=CC=C1C(=O)NCC(=O)O)N,198.5,
2148,C1=CC(=CC=C1C(=O)NCC(=O)O)N,198.5,
2153,CN1C2=C(C(=O)N(C1=O)C)NC=N2,274,
2153,CN1C2=C(C(=O)N(C1=O)C)NC=N2,273,
2153,CN1C2=C(C(=O)N(C1=O)C)NC=N2,272,
2159,CCN1CCCC1CNC(=O)C2=CC(=C(C=C2OC)N)S(=O)(=O)CC,126.5,
2159,CCN1CCCC1CNC(=O)C2=CC(=C(C=C2OC)N)S(=O)(=O)CC,126.5,
2160,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,196.5,
2160,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,196.5,
2162,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN,200,
2164,CCC1(C(=O)NC(=O)NC1=O)CCC(C)C,157,
2165,CCN(CC)CC1=C(C=CC(=C1)NC2=C3C=CC(=CC3=NC=C2)Cl)O,207,
2165,CCN(CC)CC1=C(C=CC(=C1)NC2=C3C=CC(=CC3=NC=C2)Cl)O,208,
2170,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,175.5,
2170,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,175.5,
2179,COC1=C(C=CC(=C1)NS(=O)(=O)C)NC2=C3C=CC=CC3=NC4=CC=CC=C42,235,
2179,COC1=C(C=CC(=C1)NS(=O)(=O)C)NC2=C3C=CC=CC3=NC4=CC=CC=C42,235,
2180,C1=CC=C(C=C1)C(C#N)OC2C(C(C(C(O2)COC3C(C(C(C(O3)CO)O)O)O)O)O)O,214,
2181,C1CCNC(C1)C2=CN=CC=C2,9,
2187,CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N,81.5,
2187,CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N,130.14,
2197,COC1=CC=C(C=C1)C2C(=O)C3=CC=CC=C3C2=O,155.5,
2197,COC1=CC=C(C=C1)C2C(=O)C3=CC=CC=C3C2=O,156.5,
2197,COC1=CC=C(C=C1)C2C(=O)C3=CC=CC=C3C2=O,156.5,
2200,C1CN=C(N1)CN(CC2=CC=CC=C2)C3=CC=CC=C3,228,
2200,C1CN=C(N1)CN(CC2=CC=CC=C2)C3=CC=CC=C3,121,
2202,C1C2=C(C(=CC=C2)O)C(=O)C3=C1C=CC=C3O,180,
2206,CC1=CC(=O)N(N1C)C2=CC=CC=C2,114,
2206,CC1=CC(=O)N(N1C)C2=CC=CC=C2,113,
2218,CCN(CC)CCCN(C1CC2=CC=CC=C2C1)C3=CC=CC=C3,120.5,
2218,CCN(CC)CCCN(C1CC2=CC=CC=C2C1)C3=CC=CC=C3,120.5,
2225,CC1=C(C(C(=C(N1)C)C(=O)OCC(=O)C)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,149.5,
2239,CC(C)(C)NCC(CSC1=NC(=CS1)C2=CC=C(S2)C(=O)N)O,151,
2244,CC(=O)OC1=CC=CC=C1C(=O)O,139,
2244,CC(=O)OC1=CC=CC=C1C(=O)O,135,
2244,CC(=O)OC1=CC=CC=C1C(=O)O,135,
2244,CC(=O)OC1=CC=CC=C1C(=O)O,135,
2244,CC(=O)OC1=CC=CC=C1C(=O)O,135,
2247,COC1=CC=C(C=C1)CCN2CCC(CC2)NC3=NC4=CC=CC=C4N3CC5=CC=C(C=C5)F,172.9,
2247,COC1=CC=C(C=C1)CCN2CCC(CC2)NC3=NC4=CC=CC=C4N3CC5=CC=C(C=C5)F,149.1,
2249,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,159,
2249,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,147,
2249,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,147,
2256,CCNC1=NC(=NC(=N1)Cl)NC(C)C,177,
2256,CCNC1=NC(=NC(=N1)Cl)NC(C)C,173,
2256,CCNC1=NC(=NC(=N1)Cl)NC(C)C,175,
2256,CCNC1=NC(=NC(=N1)Cl)NC(C)C,171.11111111111111,
2256,CCNC1=NC(=NC(=N1)Cl)NC(C)C,171.11111111111111,
2265,CN1C=NC(=C1SC2=NC=NC3=C2NC=N3)[N+](=O)[O-],243.5,
2266,C(CCCC(=O)O)CCCC(=O)O,160.5,
2266,C(CCCC(=O)O)CCCC(=O)O,106.5,
2268,COP(=S)(OC)SCN1C(=O)C2=CC=CC=C2N=N1,73.5,
2268,COP(=S)(OC)SCN1C(=O)C2=CC=CC=C2N=N1,73.5,
2268,COP(=S)(OC)SCN1C(=O)C2=CC=CC=C2N=N1,72.77777777777777,
2273,C1=CSC(=C1)CNC2=CC(=C(C=C2C3=NNN=N3)S(=O)(=O)N)Cl,219.5,
2284,C1=CC(=CC=C1C(CC(=O)O)CN)Cl,207,
2286,CC(C)(C1=CC=C(C=C1)OCC2CO2)C3=CC=C(C=C3)OCC4CO4,10,
2286,CC(C)(C1=CC=C(C=C1)OCC2CO2)C3=CC=C(C=C3)OCC4CO4,43,
2286,CC(C)(C1=CC=C(C=C1)OCC2CO2)C3=CC=C(C=C3)OCC4CO4,10,
2314,CC1(OC2=C(O1)C(=CC=C2)OC(=O)NC)C,129.6,
2315,C1=CC=C(C=C1)CC2NC3=C(C=C(C(=C3)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N2,222.5,
2315,C1=CC=C(C=C1)CC2NC3=C(C=C(C(=C3)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N2,222,
2319,CCCCN(CC)C1=C(C=C(C=C1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],65.75,
2328,CC(C)N1C(=O)C2=CC=CC=C2NS1(=O)=O,139.7,
2328,CC(C)N1C(=O)C2=CC=CC=C2NS1(=O)=O,138,
2331,C1=CC=C(C=C1)C(=O)N,130,
2331,C1=CC=C(C=C1)C(=O)N,129.1,
2333,CCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)Br)O)Br,151,
2335,CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCOCC[N+](C)(C)CC2=CC=CC=C2,160.5,
2336,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,179,
2336,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,178.1,
2336,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,1930,
2337,CCOC(=O)C1=CC=C(C=C1)N,92,
2337,CCOC(=O)C1=CC=C(C=C1)N,92,
2342,CCN(CC)C(=O)C1CN2CCC3=CC(=C(C=C3C2CC1OC(=O)C)OC)OC,130.75,
2342,CCN(CC)C(=O)C1CN2CCC3=CC(=C(C=C3C2CC1OC(=O)C)OC)OC,130.75,
2342,CCN(CC)C(=O)C1CN2CCC3=CC(=C(C=C3C2CC1OC(=O)C)OC)OC,131,
2343,C1=CC=C(C=C1)CSCC2=NS(=O)(=O)C3=CC(=C(C=C3N2)Cl)S(=O)(=O)N,210.5,
2343,C1=CC=C(C=C1)CSCC2=NS(=O)(=O)C3=CC(=C(C=C3N2)Cl)S(=O)(=O)N,231.5,
2343,C1=CC=C(C=C1)CSCC2=NS(=O)(=O)C3=CC(=C(C=C3N2)Cl)S(=O)(=O)N,231.5,
2345,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2,19,
2345,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2,21,
2345,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2,21,
2346,C1=CC=C(C=C1)CN=C=S,41,
2347,CCCCOC(=O)C1=CC=CC=C1C(=O)OCC2=CC=CC=C2,-35,
2347,CCCCOC(=O)C1=CC=CC=C1C(=O)OCC2=CC=CC=C2,-35,
2353,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC,145,
2355,COC1=C2C=CC(=O)OC2=CC3=C1C=CO3,188,
2358,COC1=CC2=C(C=C1)N(C(=O)C(O2)O)O,168.5,
2360,C(C(C(=O)O)N)NC(=O)C(=O)O,206,
2365,C1COC1=O,-33.4,
2365,C1COC1=O,-33.4,
2365,C1COC1=O,-33.333333333333336,
2365,C1COC1=O,-33.333333333333336,
2366,CNCCC1=CC=CC=N1,147,
2369,CC(C)NCC(COC1=CC=C(C=C1)CCOCC2CC2)O,71,
2369,CC(C)NCC(COC1=CC=C(C=C1)CCOCC2CC2)O,71,
2372,CC1=CC(=CC=C1)OCC(CNCCC2=CC(=C(C=C2)OC)OC)O,137.5,
2372,CC1=CC(=CC=C1)OCC(CNCCC2=CC(=C(C=C2)OC)OC)O,137.5,
2375,CC(CS(=O)(=O)C1=CC=C(C=C1)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O,192,
2375,CC(CS(=O)(=O)C1=CC=C(C=C1)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O,192,
2375,CC(CS(=O)(=O)C1=CC=C(C=C1)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O,192,
2381,C1CCN(CC1)CCC(C2CC3CC2C=C3)(C4=CC=CC=C4)O,101,
2381,C1CCN(CC1)CCC(C2CC3CC2C=C3)(C4=CC=CC=C4)O,114,
2391,CC(=O)OC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC(=O)C)C3=CC=CC=N3,138,
2405,CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O,101.5,
2405,CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O,100,
2406,C1=C(C=C(C(=C1SC2=C(C(=CC(=C2)Cl)Cl)O)O)Cl)Cl,188,
2435,C1CN=C(N1)NC2=C(C3=NC=CN=C3C=C2)Br,207.5,
2442,CN(CC1=C(C(=CC(=C1)Br)Br)N)C2CCCCC2,233.5,
2446,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Br,134.5,
2450,C(C(CO)([N+](=O)[O-])Br)O,126.5,
2450,C(C(CO)([N+](=O)[O-])Br)O,131.5,
2450,C(C(CO)([N+](=O)[O-])Br)O,121,
2451,CC1=NN=C2N1C3=C(C=C(S3)Br)C(=NC2)C4=CC=CC=C4Cl,212,
2471,CCCCNC1=C(C(=CC(=C1)C(=O)O)S(=O)(=O)N)OC2=CC=CC=C2,230.5,
2471,CCCCNC1=C(C(=CC(=C1)C(=O)O)S(=O)(=O)N)OC2=CC=CC=C2,230.5,
2474,CCCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C,107.5,
2474,CCCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C,107.75,
2474,CCCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C,107.5,
2477,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,202,
2477,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,202,
2478,CS(=O)(=O)OCCCCOS(=O)(=O)C,106.5,
2478,CS(=O)(=O)OCCCCOS(=O)(=O)C,116,
2478,CS(=O)(=O)OCCCCOS(=O)(=O)C,287,
2479,CCC(C)C1(C(=O)NC(=O)NC1=O)CC,166.5,
2479,CCC(C)C1(C(=O)NC(=O)NC1=O)CC,166.5,
2481,CC(C)CC1(C(=O)NC(=O)NC1=O)CC=C,138.5,
2481,CC(C)CC1(C(=O)NC(=O)NC1=O)CC=C,138.5,
2482,CCCCOC(=O)C1=CC=C(C=C1)N,58,
2513,C[As](=O)(C)O,195,
2516,CC12CCC3=C(C1CCC45C2CCC(C4)C(C5)(CO)O)C=CO3,161,
2519,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,236,
2519,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,236.2,
2519,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,238,
2519,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,235,
2536,CN(C)C(=O)COC(=O)CC1=CC=C(C=C1)OC(=O)C2=CC=C(C=C2)N=C(N)N,196,
2537,CC1(C2CCC1(C(=O)C2)C)C,176.5,
2537,CC1(C2CCC1(C(=O)C2)C)C,180,
2537,CC1(C2CCC1(C(=O)C2)C)C,173.88888888888889,
2541,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)O,184,
2551,C[N+](C)(C)CCOC(=O)N,209,
2551,C[N+](C)(C)CCOC(=O)N,210,
2554,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,190.5,
2554,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,190.2,
2554,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,190.2,
2562,CCN(CC)CCOCCOC(=O)C1(CCCC1)C2=CC=CC=C2,92.5,
2566,CC1(CC2=C(O1)C(=CC=C2)OC(=O)NC)C,153.2,
2566,CC1(CC2=C(O1)C(=CC=C2)OC(=O)NC)C,151,
2566,CC1(CC2=C(O1)C(=CC=C2)OC(=O)NC)C,153,
2566,CC1(CC2=C(O1)C(=CC=C2)OC(=O)NC)C,151.11111111111111,
2566,CC1(CC2=C(O1)C(=CC=C2)OC(=O)NC)C,151.11111111111111,
2576,CCCC(C)(COC(=O)N)COC(=O)NC(C)C,92,
2576,CCCC(C)(COC(=O)N)COC(=O)NC(C)C,92.5,
2578,C(CCl)NC(=O)N(CCCl)N=O,31,
2578,C(CCl)NC(=O)N(CCCl)N=O,31,
2581,CC(C1=CC2=C(C=C1)C3=C(N2)C=CC(=C3)Cl)C(=O)O,197,
2581,CC(C1=CC2=C(C=C1)C3=C(N2)C=CC(=C3)Cl)C(=O)O,197.5,
2585,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,114.5,
2585,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,114.5,
2662,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,158,
2662,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,158,
2662,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,102.80000000000001,
2663,CCN(CC)C(=O)NC1=CC(=C(C=C1)OCC(CNC(C)(C)C)O)C(=O)C,121,
2678,C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,112.5,
2678,C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,112.5,
2678,C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,112.5,
2682,CCCCCCCCCCCCCCCCO,49.3,
2682,CCCCCCCCCCCCCCCCO,49.3,
2707,C(C(Cl)(Cl)Cl)(O)O,57,
2707,C(C(Cl)(Cl)Cl)(O)O,58.5,
2708,C1=CC(=CC=C1CCCC(=O)O)N(CCCl)CCCl,65,
2708,C1=CC(=CC=C1CCCC(=O)O)N(CCCl)CCCl,65,
2713,C1=CC(=CC=C1NC(=NC(=NCCCCCCN=C(N)N=C(N)NC2=CC=C(C=C2)Cl)N)N)Cl,134,
2716,COC(CNC(=O)N)C[Hg]Cl,152.5,
2717,CN1C(S(=O)(=O)CCC1=O)C2=CC=C(C=C2)Cl,117.4,
2717,CN1C(S(=O)(=O)CCC1=O)C2=CC=C(C=C2)Cl,117.2,
2717,CN1C(S(=O)(=O)CCC1=O)C2=CC=C(C=C2)Cl,116.2,
2719,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,88.25,
2719,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,87,
2719,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,289,
2720,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N=CN2,342.75,
2720,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N=CN2,350,
2722,C1=CC2=C(C(=C(C=C2Cl)Cl)O)N=C1,179.5,
2723,CC1=CC(=CC(=C1Cl)C)O,114,
2723,CC1=CC(=CC(=C1Cl)C)O,115.5,
2724,C1=CC(=CC=C1OCC(COC(=O)N)O)Cl,90,
2725,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2,132.5,
2726,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,177.5,
2727,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,129.5,
2727,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,128,
2727,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,128,
2728,CC(C)OC(=O)NC1=CC(=CC=C1)Cl,40.900000000000006,
2728,CC(C)OC(=O)NC1=CC(=CC=C1)Cl,41,
2729,CN(C)CCC=C1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,97.5,
2730,CCOP(=S)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl,41.5,
2730,CCOP(=S)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl,42,
2730,CCOP(=S)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl,41.5,
2730,CCOP(=S)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl,42.22222222222222,
2730,CCOP(=S)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl,42.22222222222222,
2732,C1=CC=C2C(=C1)C(=O)NC2(C3=CC(=C(C=C3)Cl)S(=O)(=O)N)O,241,
2733,C1=CC2=C(C=C1Cl)NC(=O)O2,191.25,
2733,C1=CC2=C(C=C1Cl)NC(=O)O2,191.5,
2749,CC1=CC(=O)N(C(=C1)C2CCCCC2)O,144,
2754,C1CCC(CC1)N2C(=NN=N2)CCCCOC3=CC4=C(C=C3)NC(=O)CC4,159.85000000000002,
2754,C1CCC(CC1)N2C(=NN=N2)CCCCOC3=CC4=C(C=C3)NC(=O)CC4,160,
2756,CC1=C(N=CN1)CSCCNC(=NC)NC#N,142,
2756,CC1=C(N=CN1)CSCCNC(=NC)NC#N,142,
2757,C=CC1CN2CCC1CC2C(C3=CC=NC4=CC=CC=C34)O,210.5,
2758,CC1(C2CCC(O1)(CC2)C)C,1.5,
2762,CCN1C2=CC3=C(C=C2C(=O)C(=N1)C(=O)O)OCO3,261.5,
2762,CCN1C2=CC3=C(C=C2C(=O)C(=N1)C(=O)O)OCO3,261,
2764,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,256,
2764,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,241,
2764,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,256,
2767,[NH2-].[NH2-].Cl[Pt+2]Cl,270,
2771,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,185,
2771,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,178,
2775,COC1=CC2=C(C=CC(=O)O2)C(=C1)OC,147,
2783,CC(C)(C)NCC(C1=CC(=C(C(=C1)Cl)N)Cl)O,174.75,
2784,C[N+]12CCC(CC1)C(C2)OC(=O)C(C3=CC=CC=C3)(C4=CC=CC=C4)O,240.5,
2787,CCC(C)(C(=O)O)OC1=CC=C(C=C1)C2(CCCCC2)C3=CC=C(C=C3)OC(C)(CC)C(=O)O,144.5,
2788,C1=CC2=C(C(=C(C=C2Cl)I)O)N=C1,178.5,
2789,CN1C(=O)CC(=O)N(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,183.5,
2789,CN1C(=O)CC(=O)N(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,167,
2793,C1CCN(CC1)C2(CCN(CC2)CCCN3C4=CC=CC=C4CCC5=C3C=C(C=C5)Cl)C(=O)N,182,
2794,CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=C(C=C4)Cl)C=C1NC5=CC=C(C=C5)Cl,211,
2794,CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=C(C=C4)Cl)C=C1NC5=CC=C(C=C5)Cl,211,
2796,CCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl,118.5,
2800,CCN(CC)CCOC1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Cl)C3=CC=CC=C3,117.25,
2801,CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl,191.75,
2801,CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl,189.5,
2802,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,239,
2802,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,237.5,
2802,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,237.5,
2803,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl,130,
2803,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl,130,
2809,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)C(=O)O,231.5,
2811,CCC1=CC2=C(S1)N(C(=O)CN=C2C3=CC=CC=C3Cl)C,105.5,
2811,CCC1=CC2=C(S1)N(C(=O)CN=C2C3=CC=CC=C3Cl)C,119,
2812,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,148,
2812,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,148,
2816,C1COC2(N1CC(=O)NC3=C2C=C(C=C3)Cl)C4=CC=CC=C4Cl,203,
2833,CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,156,
2862,CC1C(C(C(C(O1)OC2CCC3(C4CCC5(C(CCC5(C4CCC3(C2)O)O)C6=CC(=O)OC6)C)C=O)O)O)O,188.5,
2871,CCOP(=S)(OCC)OC1=CC2=C(C=C1)C(=C(C(=O)O2)Cl)C,95.2,
2871,CCOP(=S)(OCC)OC1=CC2=C(C=C1)C(=C(C(=O)O2)Cl)C,91,
2871,CCOP(=S)(OCC)OC1=CC2=C(C=C1)C(=C(C(=O)O2)Cl)C,91.11111111111111,
2879,CC1=CC=C(C=C1)O,34.77,
2879,CC1=CC=C(C=C1)O,35.5,
2879,CC1=CC=C(C=C1)O,35,
2879,CC1=CC=C(C=C1)O,35,
2882,C1=CC2=C(C(=C1)OCC(COC3=CC=CC4=C3C(=O)C=C(O4)C(=O)O)O)C(=O)C=C(O2)C(=O)O,241.5,
2893,CC1CC(CC(C1)(C)C)OC(=O)C(C2=CC=CC=C2)O,51.5,
2893,CC1CC(CC(C1)(C)C)OC(=O)C(C2=CC=CC=C2)O,51.5,
2893,CC1CC(CC(C1)(C)C)OC(=O)C(C2=CC=CC=C2)O,56,
2901,C1CCC(C1)(C(=O)O)N,330,
2905,CN(C)CCOC(=O)C(C1=CC=CC=C1)C2(CCCC2)O,135,
2907,C1CNP(=O)(OC1)N(CCCl)CCCl,48.5,
2907,C1CNP(=O)(OC1)N(CCCl)CCCl,51.25,
2907,C1CNP(=O)(OC1)N(CCCl)CCCl,43,
2907,C1CNP(=O)(OC1)N(CCCl)CCCl,51.25,
2910,C1C2CC(C1C=C2)C3NC4=CC(=C(C=C4S(=O)(=O)N3)S(=O)(=O)N)Cl,229.5,
2910,C1C2CC(C1C=C2)C3NC4=CC(=C(C=C4S(=O)(=O)N3)S(=O)(=O)N)Cl,234,
2910,C1C2CC(C1C=C2)C3NC4=CC(=C(C=C4S(=O)(=O)N3)S(=O)(=O)N)Cl,227.5,
2911,C1CCN(CC1)CCC(C2CCCC2)(C3=CC=CC=C3)O,112.5,
2912,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,70,
2912,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,70,
2912,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,70,
2913,CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1,112.8,
2913,CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1,112.8,
2913,CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1,216,
2933,C1=NC(=C2C(=N1)N(C=N2)CC(C(C(=O)O)O)O)N,262,
2942,CN(C)N=NC1=C(NC=N1)C(=O)N,205,
2943,COC(=O)C1=C(C(=C(C(=C1Cl)Cl)C(=O)OC)Cl)Cl,155.5,
2950,C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=CC=C3O,193,
2950,C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=CC=C3O,193,
2952,C1C(=O)NC(=O)N1N=CC2=CC=C(O2)C3=CC=C(C=C3)[N+](=O)[O-],279.5,
2955,C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N,175.5,
2966,C1CN(CC2=CC=CC=C21)C(=N)N,279,
